0.0,0.824338624339,0.779894179894,0.69544973545,0.752380952381,0.758306878307,0.691216931217,0.781587301587,0.723597883598,0.785185185185,
0.005,0.805714285714,0.784338624339,0.76126984127,0.767195767196,0.763597883598,0.739047619048,0.782433862434,0.725925925926,0.792804232804,
0.01,0.805714285714,0.785396825397,0.760846560847,0.768253968254,0.764021164021,0.763597883598,0.784761904762,0.72380952381,0.794920634921,
0.015,0.785185185185,0.775661375661,0.762328042328,0.770582010582,0.770582010582,0.758941798942,0.777989417989,0.686137566138,0.782010582011,
0.02,0.78455026455,0.772275132275,0.759788359788,0.771428571429,0.769312169312,0.671111111111,0.775238095238,0.655661375661,0.781164021164,
0.025,0.788148148148,0.781375661376,0.787724867725,0.78835978836,0.788994708995,0.688888888889,0.784126984127,0.741164021164,0.788571428571,
0.03,0.787936507937,0.783492063492,0.787724867725,0.78835978836,0.788994708995,0.671957671958,0.784126984127,0.701375661376,0.787724867725,
0.035,0.777142857143,0.772063492063,0.777142857143,0.777142857143,0.777142857143,0.772063492063,0.77417989418,0.694814814815,0.777142857143,
0.04,0.777142857143,0.771216931217,0.777142857143,0.777142857143,0.777142857143,0.684021164021,0.773968253968,0.729947089947,0.777142857143,
0.045,0.776931216931,0.77164021164,0.776931216931,0.776931216931,0.776931216931,0.764232804233,0.77544973545,0.715767195767,0.776931216931,
